text,label,language
ah ouai ca me parait simple et compliqué à la fois j’ai essayé une fois j’inversais tous les boutons zebi *فرح* *فرح*,insult,darija
ah ouais je disparais zebi,insult,darija
ahahahahhahaha yakho nikmo jcp pq balak ki chafthoum mea 3h te3 sbah wela maelabalich lmouhim nik zebi,insult,darija
ahahahhaah mais t’es une merde,insult,darija
ahahahsjwjsjqhahahsjshwhqha zebi c vrai ca dégoûté cétait la promesse dune ptn de carrière *متامل* *متامل*,insult,darija
ahahhaha j’ai honte mais c si vrai zebi,insult,darija
ahay kayn ass pics give me some yall,insult,darija
ahh bh chui fort zebi,insult,darija
ahh ouais je vois la ça prend une tournure de fou zebi,insult,darija
ahh zebi jvais nehess,insult,darija
ahh lourd zebi,insult,darija
ahlan ahlan si anas wld l97ba,insult,darija
ahyata diti m3ak ta mouchtek al97ba,insult,darija
aidez moi à vendre mon compte lvl 450 zebi,insult,darija
aïe aïe aïe aujourdhui grand oral blanc jai rien branler on vas y aller au talents zebi,insult,darija
aie aie aie jcrois bien ptn zebi,insult,darija
aimanté zebi,insult,darija
aji love me ana al97ba,insult,darija
ajwed art avec le fot putain zebi,insult,darija
akhi je voulais t’inviter à mon mariage fais un effort zebi,insult,darija
al9lawi this is my worst nightmare,insult,darija
alaure ke ta kilotte hm ya zebi jla boufe artchounimek,insult,darija
albedo et xiao dans la théière ils se sont alliés pr me tuer zebi ya pas à être romantique comme ça,insult,darija
alina starkov 9a7ba,insult,darija
all eyes on zebi,insult,darija
allah y n3el weldik ya lmoustik li raki tdori ghi teht zebi,insult,darija
allé hop zebi,insult,darija
aller à l’autre bout de paris pour un oral de 20 minutes zebi *وجها مقلوبا*,insult,darija
aller je me fais troller comme enfant zebi,insult,darija
aller pub moi zebi j’ai pris 1 abo moi c’est quoi l’arnaque,insult,darija
aller vite je dois commencer quoi comme animé les frères la j’ai rien a faire chui solo zebi,insult,darija
aller zebi,insult,darija
aller zverev zebi,insult,darija
allergie ta3 zebi,insult,darija
allez adam zebi allez,insult,darija
allez bonne sieste rdv 4h du mat zebi,insult,darija
allez bordel les suisse rendez pas fout marqué zebi,insult,darija
allez buildfight au pire zebi,insult,darija
allez djoko faut quon aille dormir zebi,insult,darija
allez dormir zebi,insult,darija
allez j’ai parlé trop vite zebi,insult,darija
allez l97baa,insult,darija
allez l97baa,insult,darija
allez nadal zebi,insult,darija
allez ptdrr c bon zebi c quoi cette luck,insult,darija
allume ta télé un peu zebi,insult,darija
alors non pas dans ce sens là zebi,insult,darija
alors pourquoi nami est plus presente  que robin zebi on la voit jamais wesh elle est pas developper,insult,darija
alors pq zebi ils la developpent pas,insult,darija
alzllddkkdisjjzz mddr aerete zebi,insult,darija
am happy ur happy zebi,insult,darija
amael jte jure c pas son pote zebi,insult,darija
amazon qui récupère la 1 zebi c’est incroyable,insult,darija
amin vraiment du coup moi et mon frère on lappelle cheikh zebi,insult,darija
خارجه ب ميني جوپ و كتقول علاش تبسلو عليا,insult,darija
ana bakom kamlin ya wlad l97ab,insult,darija
كحلوش ماركا عاود ثاني,insult,darija
فاك يو برو,insult,darija
ana ila ba9i ntferej fi lmontakhab rani 9a7ba,insult,darija
ana kangol kifach had zbi kaydwi 3laa sorat lkahf,insult,darija
ana kant7owa lil ma3loumiat,insult,darija
ana ndir lfloss o nta tssena chi chibaniya tsauvik,insult,darija
asi 9wdana9rafjn3ya fin ban bak,insult,darija
askiparait le record de revenu generer cest 700millions ils ont dit quil allait le depasser zebi,insult,darija
askot 9wd,insult,darija
askot 9wd 9oult lik,insult,darija
asmaani bara fout zebi w eb3edni kol ma n9oul haja tji tu critiques alors que houma isalhouni,insult,darija
asmae el arabi wla 9lawi drari kayswro wa9ila dok les vidéos gha bchi samsung s3 wkaykhriwna bd7k,insult,darija
assez d’accord avec le premier tweet mais après c la décadence zebi,insult,darija
associations de malfaiteurs zebi,insult,darija
astaghfirullah je vois toute les meufs de ma tl sur tiktok laissez moi trql y’a zebi,insult,darija
ataskot awld 9ahba ma9ad 3la walo zem krk ana aidat lik loca ji ya weldb9ahba wla gha blabla,insult,darija
atkhrali bl khel3a w stress wakha khdemt for this exam hyyper,insult,darija
atlanta arrêtez de vous chier dessus zebi,insult,darija
au states les noirs ont les affirmative actions contrairement au arabes ne france,insult,darija
au truc plage zebi t pas prêt d’en voir une,insult,darija
aya faut quon se capte un de ces 4 t trop belle jsp si jtai deja dit bref jsuis trop de bonne humeur ce soir zebi,insult,darija
aya jviens dvoire la video de la gadji de 14 piges qui sfait egorgé zebi c terrible,insult,darija
aya mchi 9wd ter9od w *فرح*,insult,darija
aya roh nikyemak mesri tae zebi,insult,darija
ayez la flemme zebi,insult,darija
aylo7 ghir l 9lawi,insult,darija
azbi dowzt yomayn meak blama nchki ach hadchi,insult,darija
azbi kifach dik la video legal ga3,insult,darija
azbi tl3ouli f kri had spaces kula nhar w eezazin eliya,insult,darija
azi jsuis bras rouge le mois prochain follow y’a zebi,insult,darija
azy nvm matkheliwch meme pas wahed ykhemem ytoub ya zebi,insult,darija
b7al lharibat m3a swa3da ybat,insult,darija
bah à ce point zebi,insult,darija
bah frere tu joue a un fps kestufou dans une tornade zebi,insult,darija
bah heureusement car je me poser vraiment des questions pk il faisait sa zebi,insult,darija
bah ils sont bcp zebi pcq jul jusquà my world cest révolutionnaire,insult,darija
bah je sais que jsuis dans la zebi nsm au moin jsuis bien habiller *تنهد*,insult,darija
bah oaui wallah vas au bled que des gros merco audi bmw zebi,insult,darija
bah oe toi aussi tu t’en blc de toi oh zebi la santé avant toit,insult,darija
banlya anrj3o l’coté m3a had l’euro m9awda 3lina nit nzido ntrzaw,insult,darija
bapart si il la lâche en une touche wilfried le chien il meurt je crois zebi,insult,darija
bara 9awed zabour omok l9a7ba tfou a3lik w jed weldik *وجه شد*,insult,darija
bara nayek sayeb zebi ahgerni meni genant ou dra chneya bloquer zebi,insult,darija
bara nayek yezi mel bleda ya si zebi *فرح*,insult,darija
bara neyek yai zebi y ai kelb,insult,darija
bari arj3i lahssi franca ou sayeb zebi nya zabour omok,insult,darija
bas zebi,insult,darija
bdjfuejejejje un malade mental ta trop faim,insult,darija
be you wela mchy 9wd maendich w9t bh ndecouvrik k dyr,insult,darija
be3tok l zebi nta,insult,darija
beat m9wd wlkn,insult,darija
betbi3a bech enikouhom e zebi ah mela yest5aylou bel mahrez mtehom bech igedouna h,insult,darija
bghina excelsior azbi,insult,darija
bghina ti9ar a zabbi,insult,darija
bghit nchri blackberry u nrmi had téléphone maendi mandir b ta réseau social d zeb,insult,darija
bghit nkoun sekran instead ana kan9ra layn3el taboun mo l3alam had nhar,insult,darija
bghit ntaher zamel bouya,insult,darija
bghit nwli 3zi ghir bach tbe3ed mni chniwla,insult,darija
bh à boulogne zebi,insult,darija
bh oe zebi jmen rappelle,insult,darija
bh va te faire foutre alors,insult,darija
bnadm jato fchkla warah vrai azbi,insult,darija
bnadm kaydir sway3 ya zebi *جمجمه*,insult,darija
bnadm tam3 ftomobil m9wda wana knt kan7chm ngol l‚Äôwalid khasni ala 7asiba 3ilmiya hh,insult,darija
bronzer dans le jardin zebi,insult,darija
brreb i7ta rak m9wed,insult,darija
c’est la gaypride dyal walou,insult,darija
c’est légal au pays bas al 9lawi,insult,darija
c’est les turcs qui jouent à l’italienne c’est le monde à l’envers ou quoi ya zebi,insult,darija
c’est ma mère qui conduit ma voiture pas une vieille pute,insult,darija
c’est moi ou tout le monde était à un mariage aujourd’hui zebi,insult,darija
ca commence à me fatigue je cherche des sandwich au thon il y a que du jambon zebi,insult,darija
ça date zebi,insult,darija
ça donne envie ya zebi,insult,darija
ça dure pas assez longtemps zebi,insult,darija
ça fais une semaine g commencer mes exams ça dure 3 semaines zebi,insult,darija
ça fait 1 heure que je dois être au bloc plus jattends plus le stresse monte zebi,insult,darija
ca fait 1h je souffre zebi je suis dans un droit ça pue le goût de chicha lady killer wallah il me donne des nausées ce goût de merde,insult,darija
ca fait 1smaine j’dois aller a la banque zebi,insult,darija
ça fait 3 j déjà *ابتسامه عرق* c’est un truc de fou en vrais tu sais même pas s’qui te mettent zebi *تنهد*,insult,darija
ça fait du bien de faire de la moto zebi,insult,darija
ça fait peur zebi,insult,darija
ça fait peur zebi finalement jai regardé sailor moon sur netflix absolument faux,insult,darija
ça fait trop de bien de se remettre en action zebi,insult,darija
ca ft peur zebi,insult,darija
ça gaz les tiktok pour la planta vous forcez zebi,insult,darija
ca lache des romans zebi,insult,darija
ça m’a ft trop rire zebi,insult,darija
ça m’avait trop manqué zebi,insult,darija
ça marche pas zebi,insult,darija
ça me brûle les doigts de le dire mais j’aime trop les béliers zebi,insult,darija
ca me degoute laissez lui faire sa carriere tranquille zebi,insult,darija
ça me dépasse ya zebi comment ça tu enlève internet a 40 millions de personnes a cause du bac,insult,darija
ça ménerve je cherche depuis tout à lheure cétait écris coluche zebi mais merci,insult,darija
ca met trop le seum ptn hier jai oublier mon chargeur zebi,insult,darija
ça ouvre dans deux jours zebi,insult,darija
ça part en couilles,insult,darija
ca part part couilles,insult,darija
ch3al yabgho fransa hahah ki zebi dayrin,insult,darija
ch7al t7abou rokhs ya zebi cha3b madloul *التعابير* *عكس اليد مع الاصبع الاوسط الموسعه* *رمز تعبيري معدل ثلاثه*,insult,darija
chap m9wed nari shin hay 7wi bnadem kanki goat,insult,darija
charef tah zebi,insult,darija
chbi 3os omek enta cherr nayek ab3ed zebi,insult,darija
chdatni zemla,insult,darija
cheb zebi la faute diali,insult,darija
cheb zebi mqewed h,insult,darija
cheft chabiba kanou yra7bou wkda zebi,insult,darija
cheft ya zebi,insult,darija
cherche travail car fac baise moi,insult,darija
chez moi ils ont trop la confiance zebi dès que je veux me coucher ils viennent tous sinstaller dans la chambre,insult,darija
chfti ch7al sahla tban 9ari a zebi knt gham9 3likom sdbsjdbsjdbskd,insult,darija
chftni manripondich 3lik koul matb3tli ablokini ou 9wd *ابتسامه* *قلب*  *نار*,insult,darija
chi 45min wana kantfraj wkangol ach had l9lawi,insult,darija
chikha is just an old word for 9a7ba,insult,darija
chikha mafia 9etli li yehdr maek 9olo 9wd,insult,darija
chips ki zebi en plus,insult,darija
chkatdir hna khassek tkon fl cours ya zamel,insult,darija
chkon had pedri d zeb,insult,darija
chkon nta ya zebi,insult,darija
chkoun li batbi3 l3oudriya dyalha ndeber liha 3la chi sa3oudi mghender,insult,darija
chkoun m3aya li 7wak a weld l9a7ba,insult,darija
الشناوا عندهوم صغير هه,insult,darija
chkoune ya zebi li ma7abouch dekhla ta3 boita,insult,darija
chnawa wach la naytek al 9lawi wa chouf fe ratrap wlh ta ratji casa dkhol m3aya be rab,insult,darija
chniwla layn3el tabon mok,insult,darija
chniwla safi d7eka chwia wa daba layn3el tabon mon dial bsse7 khlini n3ess,insult,darija
chno smit dak l9a7ba li sr9at lia 10 dhs dak lmerra hahahaha,insult,darija
choof a zebi mehdi nimporte qui,insult,darija
cht7eb 3and zebi enti,insult,darija
chta3ref men zebi,insult,darija
chti l3eyn daba a zebi,insult,darija
chu bien dacor mais si jviens cch juste labagar je regarde baki zebi,insult,darija
chui sous liste noire ou koi zebi depuis le 1er confinement g pas eu une seule affaire conjugale,insult,darija
ckoi cette chaleur zebi,insult,darija
clair tes un zebi *فرح*,insult,darija
comment b7al zebi morocco is not like before *شخص تغطيه الوجه باليد* *رمز تعبيري معدل اربعه*  *علامه الذكور* ,insult,darija
comment chui hype par zrouki boudaoui zebi,insult,darija
comment dormir avec cette ptn de chaleur il fait trop chaud zebi,insult,darija
comment elle m’a foutu la mort zebi,insult,darija
comment il fait chaud zebi,insult,darija
comment j’ai trop envie de déménager à marseille zebi c’est incroyable,insult,darija
comment j’ai vraiment pas de vie avec ce taf zebi,insult,darija
comment jai pu devenir pote avec ça zebi,insult,darija
comment je bronze vite zebi,insult,darija
comment je parle zebi,insult,darija
comment je ressemble à rien sans barbe zebi jsui une arnaque enft,insult,darija
comment je suis en roue libre zebi,insult,darija
cool yalla 9wd,insult,darija
copyright azbi,insult,darija
corona tnik,insult,darija
correcteur zebi,insult,darija
corrige moi gentiment au lieu de faire le gars connard,insult,darija
côte à 850 zebi,insult,darija
cou zebi,insult,darija
coupez moi les titis jpp zebi,insult,darija
courage à tous les d4 vous allez être médecins zebi *قلب* ,insult,darija
courana tah zebi frere c bon nique ta mere corane eh zebi frere,insult,darija
courbatures de 3j ca part pas zebi,insult,darija
courez zebi courez,insult,darija
coute chere zebi,insult,darija
cover cquz tu veux zebi mais pas butter roh nan,insult,darija
covoit sans clim zebi on dirait je m’entraîne pour aller sur mars,insult,darija
cplc elie follow back zebi pk t comme ca,insult,darija
cque jss entrain de faire *خوفا* *خوفا* zebi skinny de quoi *وجه مع الحاجب المرفوع* *وجه مع مونوكل* *interrobang*  oh la vie dma mere t’as un de ces corps *مسح* *مسح*,insult,darija
cqui moha et cqui yanis zebi,insult,darija
crampes au mollet bordel comment ça casse les couilles,insult,darija
crie pas zebi,insult,darija
crie plus fort zebi on tentend pas assez,insult,darija
crie sur insta en vocal zebi ta voix me fait bander,insult,darija
crois moi zebi,insult,darija
crush ko si zebi,insult,darija
csgo vrmt un jeu de merde jgagne 90 en ranked et upgrade pas zebi alors que ça fait 100 ans j’ai le même grade,insult,darija
cst mes contours habituels zebi,insult,darija
ct un prank sa video zebi,insult,darija
ćuti tu ne lupaj tebi su sve boje omiljene,insult,darija
cyrus mais quel connard ce type srx,insult,darija
d’accord mais tu les trouves ou zebi pq t’insulte,insult,darija
d’accord pute,insult,darija
d’aprem cette semaine zebi *وجه يتثاءب*,insult,darija
d7ek a zebi d7ek,insult,darija
daba dwiti azbi,insult,darija
dak zebi m9awda 3lih hahaha,insult,darija
dans 1 mois c’est le grand jour zebi,insult,darija
dans 3 mois je vis seul zebi,insult,darija
dans 6 mois jpars en vacances zebi,insult,darija
dans la jungle zebi nan sah jhabite dans la campagne y a des vaches y a des paysans partout,insult,darija
dans la tete ste musique zebi,insult,darija
dans le ter zebi le ter,insult,darija
dans lupin y’a que 5 épisode ah nique zebi,insult,darija
dans mon dos je suis un clando zebi,insult,darija
dans quoi je m’embarque zebi,insult,darija
dans un mois et demi j’ai mon gros fiak dans un maillot de bain putain pas prête du tout zebi,insult,darija
dans un mois j’ai 20 ans zebi,insult,darija
dar 3e9li f 9e7bat dekhlou l twitter bsbab lmalal d l confinementits my bad,insult,darija
darija dayra ki zebi,insult,darija
depuis 2011 zebi en plus c’était 40 pour le maroc,insult,darija
depuis 2014 zebi,insult,darija
depuis 23 ans y’a une vague de mecs qui font les fans de foot alors que ces fdp supportent que les équipes blindé zebi,insult,darija
depuis c’matin j’train 4 doigts mais jrrv pas zebi c’trop compliqué,insult,darija
depuis hier j’ai la rétine de l’œil qui saute zebi,insult,darija
depuis hier j’ai mal o ventre zebi je mange plus curry de tt ma vie,insult,darija
depuis quand tas autant javais même pas vu zebi,insult,darija
depuis que enzo a remis mada dans la gova j’suis de nouveau matrixé par le son zebi,insult,darija
depuis quon ma traité de salope la semaine dernière je trouve ça vachement valorisant *مرتاح*,insult,darija
depuis tout à l’heure je porte mon short à l’envers zebi quel plouc,insult,darija
derbini bchi bzola tanskhf 3afak,insult,darija
des algériens qui font que pleurer au sol zebi,insult,darija
des bobs zebi jsp ecrire,insult,darija
des câlins toute la nuit zebi j’ai demandé un remboursement de mon ppv *شخص تغطيه الوجه باليد* *رمز تعبيري معدل اربعه*  *علامه الذكور* ,insult,darija
des cheveux blancs zebi,insult,darija
des couilles en vibranium,insult,darija
des derniers de la classe zebi,insult,darija
des fdp de khawatistes suseuses ces zwamel,insult,darija
des fois jme demande je trouvais linspiration où pour mes wix comment elle fait cléo zebi,insult,darija
des jour la routine de la vie ça me donne envie de give up zebi,insult,darija
des loupes zebi,insult,darija
des pâtes zebi,insult,darija
des patrick zebi,insult,darija
des sangsues zebi *فرح* *فرح*,insult,darija
désinstalle lappareilphoto zebi,insult,darija
développe zebi,insult,darija
développe zebi ça sert à quoi dme dire que jsuis con,insult,darija
dexter is coming back al9lawi im gagging,insult,darija
did i just lose everything i queued yes fuck it ghantmezek rasi 9awdou,insult,darija
dik bnt l97ba llour katgoul y3ni s3iib a zbbi wach katfkkri btrmtk,insult,darija
din rab el cha3b lemnayek mta3 zboub ras zebi,insult,darija
dingue zebi,insult,darija
diro parfum o dwcho ra sahd a zebi,insult,darija
dis bien j’étais folle de aron zebi ca a glow down la,insult,darija
dis pas ca zebi,insult,darija
dit lui il me débloque zebi,insult,darija
dit moi zebi,insult,darija
dit toi il sest fait niker mdr sa la taper au marteau la video elle a tourner partout sur twitter,insult,darija
dit zebi,insult,darija
dites a orlia de dire plus souvent zebi *تنهد*,insult,darija
dites moi vous avez écouté la nouvelle frappe de venom zebi,insult,darija
djcjdjjzzn zebi dommage,insult,darija
djinn amoureux zebi tu le trompes,insult,darija
djoko domine il va gagner zebi,insult,darija
djoko zebi,insult,darija
djoko zebi concentre toi,insult,darija
djokovic a été monstrueux zebi,insult,darija
djokovic va te faire foutre,insult,darija
dla viande zebi jveux manger dla chair,insult,darija
dok nsowerlk zebi *الحراره*,insult,darija
dommage pour gasly zebi,insult,darija
dommage zebi,insult,darija
donc demain zebi encore salle *وجه باكي*,insult,darija
donc là george le sine est mort cest le seul compte tik tok que je suis zebi jsuis triste,insult,darija
donc là je suis bloqué à gare de lyon zebi y’a pas de b ni de d *جمجمه*,insult,darija
donc là macron va grai avec karim zebi,insult,darija
doncic 22 ans a zebi 22 ans,insult,darija
doncic ce qu’il fait la zebi,insult,darija
donne le moi zebi,insult,darija
donne un peut zebi,insult,darija
donner moi quelques choses je suis obsédée par jimin je vois que lui zebi,insult,darija
donnez des conseils pr le trou dans mon bouc svp c pa possible zebi,insult,darija
donnez moi les 300 mutus zebi jss cool,insult,darija
donnez un lien si c’est aps fini zebi,insult,darija
dont fall for it zebi are scammers,insult,darija
dossier plié mtn c le diapo zebi,insult,darija
douche zebi,insult,darija
drahem wel 97ab *تنهد* *تنهد*,insult,darija
drari hani hazz zebi w kharej tta diro chi groupchat wla chi 9lwa ra chowhtoni m3a 3ibad lah,insult,darija
drebtilha l7ssab aweld lqhba,insult,darija
drip zebi,insult,darija
